Price,Make,Model,Year,Mileage,Fuel Type,Body Type,Engine Size (Litres),Power
44650,Toyota,Landcruiser,2022,10,Diesel,SUV,2.8,
46045,Toyota,Landcruiser,2022,0,Diesel,SUV,2.8,177
19949,Toyota,Proace,2021,19950,Diesel,Van,1.5,
23449,Toyota,Yaris,2022,6,Petrol,Hatchback,1,72
51795,BMW,7-Series,2018,48950,Hybrid,Saloon,2,
21949,Toyota,Corolla,2019,39950,Petrol,Saloon,1.6,132
18449,Toyota,Auris,2017,43950,Petrol,Hatchback,1.2,116
51949,Toyota,Landcruiser,2018,108950,Diesel,SUV,2.8,177
68449,Toyota,Highlander,2021,29950,Hybrid,MPV,2.5,246
19949,Toyota,Avensis,2016,64950,Petrol,Saloon,1.8,147
22449,Mitsubishi,Eclipse Cross,2019,51950,Petrol,Estate,1.5,163
27449,Nissan,Qashqai,2020,49950,Petrol,MPV,1.3,160
16249,Hyundai,i10,2021,7950,Petrol,Hatchback,1,67
48849,BMW,3-Series,2021,29950,Hybrid,Saloon,2,
29950,Land Rover,Range Rover,2011,186683.44,Diesel,SUV,4.4,
22949,Toyota,C-HR,2017,44950,Petrol,SUV,1.2,116
40949,Lexus,NX,2018,109950,Hybrid,SUV,2.5,197
115949,Lexus,LC,2021,14950,Hybrid,Coupe,3.5,359
16949,Toyota,Corolla,2016,74950,Diesel,Saloon,1.4,90
28749,Toyota,RAV4,2018,89950,Hybrid,SUV,2.5,197
16949,Peugeot,2008,2018,56950,Petrol,SUV,1.2,82
25449,SEAT,Arona,2020,21950,Petrol,SUV,1,115
13981.5,Audi,Q5,2013,170013.8963,Diesel,Estate,2,
19850,Dacia,Sandero,2022,50,Dual Fuel,Hatchback,1,100
18949,Toyota,Auris,2017,19950,Petrol,Hatchback,1.2,116
33749,Toyota,Landcruiser,2019,99000,Diesel,SUV,2.8,
13949,Toyota,Aygo,2019,27000,Petrol,Hatchback,1,72
51795,BMW,7-Series,2018,48950,Petrol,Saloon,2,326
18949,Toyota,Yaris,2020,5950,Petrol,Hatchback,1,72
33749,Toyota,Landcruiser,2019,58950,Diesel,SUV,2.8,
,Volvo,XC40,2018,67576,Petrol,SUV,1.5,156
44019,Audi,A3,2022,15,Diesel,Hatchback,2,
32500,Volkswagen,T-Roc,2021,37290,Petrol,SUV,1.5,150
,Renault,Megane,2016,112522,Diesel,Hatchback,1.5,110
13500,Mini,ONE,2014,111044.46,Diesel,Hatchback,1.5,
33450,BMW,5-Series,2017,157000,Diesel,Saloon,2,190
7990,Nissan,Micra,2016,82152,Petrol,Hatchback,1.2,80
25995,Volkswagen,Passat,2018,49450,Petrol,Saloon,1.4,125
27950,Ford,Ranger,2017,81000,Diesel,Pick Up,3.2,
,Ford,Transit,2021,53000,Diesel,Van,1.5,
13250,Renault,Captur,2016,72618.24882,Petrol,SUV,0.9,
29500,Lexus,NX,2016,70000,Petrol Hybrid,SUV,2.5,197
14500,Volkswagen,Caddy,2019,75000,Diesel,MPV,2,
2995,Ford,Focus,2009,281750,Diesel,Hatchback,1.8,
36000,Toyota,Hilux,2018,77000,Diesel,Pick Up,2.4,
32000,Ford,Transit Custom,2022,100,Diesel,Van,2,
3550,Peugeot,308,2010,164152.68,Diesel,Hatchback,1.6,
24000,Hyundai,Tucson,2018,79581.863,Diesel,SUV,1.7,115
11500,Hyundai,i10,2019,59240,Petrol,Hatchback,1,66
5300,Opel,Astra,2011,291000,Diesel,Hatchback,1.2,95
5700,Peugeot,308,2011,201111,Diesel,Hatchback,1.6,92
35000,Volkswagen,Arteon,2019,74000,Diesel,Hatchback,2,190
58000,BMW,E30 M3,1986,222000,Petrol,Coupe,2.3,
3950,Opel,Corsa,2010,104000,Petrol,Hatchback,1.2,
,Citroen,Berlingo,2022,35,Diesel,Van,1.5,
32950,Hyundai,Tucson,2019,68000,Diesel,SUV,1.6,115
25950,Toyota,Corolla,2020,42799,Hybrid,Saloon,1.8,122
9250,Opel,Astra,2014,78600,Diesel,Hatchback,1.2,95
8900,Dacia,Sandero,2015,91000,Petrol,Hatchback,1.1,75
4900,Peugeot,207,2010,277400,Diesel,Hatchback,1.4,
7900,Renault,Fluence,2012,192413,Diesel,Saloon,1.5,90
5995,BMW,3-Series,2010,255000,Petrol,Saloon,2,
4600,Mini,Cooper,2008,204000,Petrol,Hatchback,1.6,
29995,Mazda,CX-5,2019,43000,Diesel,SUV,2.2,150
10900,Opel,Adam,2015,112000,Petrol,Hatchback,1.4,100
21995,Audi,A4,2017,136793.9,Diesel,Saloon,2,150
11450,Volkswagen,Polo,2014,74000,Petrol,Hatchback,1.2,
25250,Volkswagen,Golf,2016,63000,Petrol,Hatchback,2,300
14950,Toyota,Aqua,2019,86000,Petrol Hybrid,Hatchback,1.5,
13750,Nissan,Note,2017,100000,Petrol Hybrid,Hatchback,1.2,
12250,Honda,Fit,2015,60000,Petrol Hybrid,Hatchback,1.5,
8750,Mazda,2,2014,105000,Petrol,Hatchback,1.3,63
16995,Opel,Insignia,2017,115872.48,Diesel,Saloon,1.6,
23495,BMW,4-Series,2016,165762.02,Diesel,Coupe,2,190
11495,Toyota,Yaris,2017,92000,Petrol,Hatchback,1,68
4500,Ford,Focus,2011,231744.96,Diesel,Hatchback,1.6,109
18300,Opel,Vivaro,2019,49000,Diesel,Van,1.6,
7995,Mazda,2,2013,36000,Petrol,Hatchback,1.3,
28500,Lexus,NX,2015,74000,Petrol Hybrid,SUV,2.5,197
14495,Honda,Fit,2017,76000,Petrol Hybrid,Hatchback,1.5,
38000,Volkswagen,Caddy,2022,,Diesel,MPV,2,
23500,BMW,4-Series,2016,149669,Diesel,Saloon,2,190
12950,Nissan,Micra,2019,29000,Petrol,Hatchback,1.2,80
899,Citroen,Xsara,2005,298127,Petrol,MPV,1.6,
6700,Volkswagen,Golf,2011,241401,Diesel,Hatchback,1.6,105
35500,BMW,5-Series,2018,93536.45014,Diesel,Saloon,2,190
25500,Ford,Kuga,2018,73521,Diesel,SUV,1.5,120
28942,Volkswagen,Polo,2023,,Petrol,Hatchback,1,
4200,Opel,Combo,2014,202776.84,Diesel,Van,1.2,
2800,Audi,A4,2008,340000,Diesel,Saloon,2,
13995,Volkswagen,Polo,2015,119000,Petrol,Hatchback,1.2,90
23450,Nissan,Qashqai,2019,46085,Petrol,SUV,1.3,160
8750,Ford,C-MAX,2014,157715.32,Diesel,MPV,1.6,95
29950,Land Rover,Range Rover,2011,186683.44,Diesel,SUV,4.4,
19950,Toyota,Proace,2019,69000,Diesel,MPV,2,
14500,BMW,1-Series,2013,137000,Petrol,Hatchback,1.6,136
42950,BMW,5-Series,2019,110239.79,Diesel,Saloon,2,190
39946,Mercedes,E-Class,2017,57400,Diesel,Coupe,2,194
,Nissan,NV300,2019,57161,Diesel,Van,1.6,
22750,KIA,Optima,2019,112353,Diesel,Saloon,1.6,136
16990,Toyota,Vitz,2019,69700.5154,Petrol,Hatchback,1,68
16499,Fiat,500,2019,24944.77,Petrol,Hatchback,1.2,
18500,Nissan,Qashqai,2016,73000,Diesel,Hatchback,1.5,110
38950,Volkswagen,Tiguan,2021,19500,Diesel,SUV,2,150
18950,Mazda,6,2018,142320.3736,Diesel,Saloon,2.2,150
28900,Ford,Galaxy,2017,112000,Diesel,MPV,2,180
31000,Ford,Focus,2022,100,Petrol,Estate,1,125
45950,Land Rover,Discovery,2019,73249,Diesel,SUV,3,
28950,BMW,4-Series,2015,167371.36,Diesel,Coupe,3,313
9600,Nissan,Note,2017,79201,Petrol,MPV,1.2,80
1350,KIA,RIO,2006,310602.62,Diesel,Hatchback,1.5,
,Suzuki,SX4 S-Cross,2022,,Hybrid,Crossover,1.4,
25495,Nissan,Qashqai,2018,39500,Petrol,MPV,1.2,
2150,Renault,Kangoo,2006,193000,Petrol,MPV,1.1,
,BMW,2-Series,2022,,Petrol,Saloon,1.5,140
16900,Ford,Kuga,2016,144800,Diesel,SUV,2,120
24950,Land Rover,Defender,2008,144840.6,Diesel,SUV,2.4,
2899,Citroen,Grand C4 Picasso,2007,193121,Diesel,MPV,1.6,
12500,Toyota,Aqua,2016,95000,Petrol Hybrid,Hatchback,1.5,
10950,KIA,ProCeed,2013,148059.28,Diesel,Hatchback,1.6,128
27995,Audi,A5,2017,132000,Diesel,Coupe,2,190
3700,Vauxhall,Corsa,2010,104832,Petrol,Hatchback,1,
,Opel,Crossland X,2021,34720,Petrol,SUV,1.2,83
13250,Scania,144 460,2003,100000,Diesel,Van,8,
12945,Ford,Fiesta,2016,136237,Diesel,Hatchback,1.5,85
20995,Renault,Master,2022,64000,Diesel,Van,2.3,
35950,BMW,X5,2015,145000,Diesel,SUV,2,231
35000,Ford,Focus,2003,138403.24,Petrol,Hatchback,2,
60950,BMW,5-Series,2022,270,Diesel,Saloon,2,190
2350,Opel,Astra,2008,202650,Petrol,Hatchback,1.4,
43950,Land Rover,Discovery Sport,2018,72000,Diesel,SUV,2,150
18750,Honda,Integra,2003,120000,Petrol,Coupe,2,
7950,Nissan,Qashqai,2013,210269.927,Diesel,Hatchback,1.5,110
98900,Jaguar,I-PACE,2022,1000,Electric,Estate,,
18000,Ford,Fiesta,2019,22000,Petrol,Hatchback,1.1,85
12495,Volkswagen,Passat,2014,90886,Diesel,Saloon,1.6,105
11450,Ford,Focus,2015,212000,Diesel,Hatchback,1.6,95
10950,Ford,Transit,2017,195455,Diesel,Van,1.5,
,Volkswagen,Golf,2017,217000,Diesel,Van,1.6,
5999,Suzuki,SX4,2010,160934,Diesel,SUV,1.6,
29295,Hyundai,Kona,2022,0,Petrol,Crossover,1,
15999,Skoda,Octavia,2017,150000,Diesel,Estate,1.6,115
3295,Ford,Focus,2008,201000,Petrol,Hatchback,1.4,
2995,Nissan,Note,2008,162000,Petrol,MPV,1.4,
,Volkswagen,Golf,2017,217074,Diesel,Van,1.6,90
14000,Ford,Fiesta,2017,55494,Petrol,Hatchback,1.2,60
34900,KIA,Sportage,2022,12000,Diesel,SUV,1.6,115
34950,Audi,A4,2019,38500,Diesel,Saloon,2,150
1750,Toyota,Yaris,2006,207000,Petrol,Hatchback,1,
11900,Ford,Mondeo,2015,178000,Diesel,Hatchback,1.6,115
21950,Ford,Transit,2017,70810.96,Diesel,Van,2,
16750,BMW,5-Series,2015,,Diesel,Saloon,2,190
16000,Land Rover,Defender,2006,343024,Diesel,SUV,2.5,
15500,Vauxhall,Mokka,2018,71000,Petrol,Hatchback,1.4,
36950,Honda,CR-V,2019,71870,Hybrid,SUV,2,
11995,Mini,First,2013,85787,Petrol,Hatchback,1.6,
39995,Hyundai,Tucson,2022,,Diesel,SUV,1.6,115
2450,Ford,Transit,2004,281352.8655,Diesel,Van,2.4,
7450,Ford,Transit Custom,2013,210352,Diesel,Van,2.2,
7750,Citroen,Berlingo,2015,166083.888,Diesel,Van,1.6,
2450,Mercedes,E-Class,2007,236000,Petrol,Saloon,1.8,
11950,Toyota,Hilux,2009,195680,Diesel,Crew Cab,3,
2950,Lexus,IS,2009,351000,Diesel,Saloon,2.2,
2950,Ford,Focus,2008,292899.88,Diesel,Hatchback,1.8,
5950,Ford,Transit,2013,194718,Diesel,Van,2.2,
7495,Volkswagen,Golf,2008,324000,Petrol,Hatchback,2,
12950,BMW,7-Series,2011,256000,Diesel,Saloon,3,245
,Ford,Transit,2009,0,Diesel,Van,2.2,
2950,Nissan,Tiida,2010,185083,Diesel,Saloon,1.5,
18000,Ford,Fiesta,2018,6000,Petrol,Hatchback,1.1,85
16900,KIA,Ceed,2016,57000,Diesel,Hatchback,1.6,136
19945,Ford,Focus,2019,53931,Petrol,Hatchback,1,
19950,Hyundai,Tucson,2018,198000,Diesel,SUV,1.7,115
1995,Citroen,C8,2006,240000,Diesel,MPV,2,
5900,Nissan,Juke,2012,225307.6,Diesel,SUV,1.5,110
1795,Ford,Focus,2005,229000,Petrol,Hatchback,1.4,
14495,Dacia,Duster,2017,132000,Diesel,SUV,1.5,110
9000,Mazda,3,2015,192712,Diesel,Saloon,2.2,150
34950,Volkswagen,Tiguan,2019,72358,Diesel,SUV,2,115
4999,Peugeot,Partner,2014,230135.62,Diesel,Van,1.6,
25900,Volvo,XC60,2017,147622,Diesel,SUV,2,150
29995,Mazda,CX-5,2018,80228,Diesel,SUV,2.2,150
5950,Mercedes,Sprinter,2011,506942.1,Diesel,Van,2.1,
48500,Ford,Mustang,2018,22283,Petrol,Coupe,2.3,317
7500,Toyota,Prius,2011,,Petrol Hybrid,Hatchback,1.8,136
9900,Audi,Q7,2008,223698.26,Diesel,SUV,3,
23750,Audi,A5,2014,151277.96,Diesel,Hatchback,2,177
10950,Hyundai,i30,2015,152533.2452,Diesel,Hatchback,1.6,110
5250,Peugeot,Partner,2013,181356.5246,Diesel,MPV,1.6,
9500,Peugeot,308,2017,174000,Diesel,Van,1.6,
25000,BMW,5-Series,2016,80000,Diesel,Saloon,2,190
5995,Hyundai,ix35,2010,288000,Diesel,SUV,2,
16995,Audi,A3,2016,171000,Diesel,Saloon,1.6,110
9995,Honda,Jazz,2014,61813.14006,Petrol,Hatchback,1.3,99
4995,Opel,Meriva,2012,202000,Diesel,MPV,1.2,95
6995,Hyundai,i30,2012,231744.96,Diesel,Hatchback,1.6,90
12495,Audi,A4,2014,245000,Diesel,Saloon,2,120
7995,Hyundai,ix35,2012,225000,Diesel,SUV,1.7,115
12900,Toyota,Vitz,2017,119091.16,Petrol,Hatchback,1.5,111
12900,Toyota,Vitz,2017,119091.16,Petrol,Hatchback,1.5,111
6450,Mitsubishi,Lancer,2013,207604.86,Diesel,Saloon,1.8,150
14500,BMW,3-Series,2015,153336,Diesel,Saloon,2,116
8900,Honda,Jazz,2013,46670.86,Petrol,Hatchback,1.3,
8900,Mazda,Demio,2014,77248.32,Petrol,Hatchback,1.3,63
8900,Honda,Fit,2013,46670.86,Petrol,Hatchback,1.3,
8900,Mazda,2,2014,77248.32,Petrol,Hatchback,1.3,63
14500,Nissan,Note,2017,121001,Hybrid,Hatchback,1.2,
17950,Mercedes,A-Class,2014,91732.38,Petrol,Hatchback,1.6,156
15500,Ford,Fiesta,2017,62000,Petrol,Hatchback,1.1,85
9400,Volkswagen,Polo,2013,64373.6,Petrol,Hatchback,1.2,60
6900,Nissan,Micra,2013,94951.06,Petrol,Hatchback,1.2,80
30750,Mitsubishi,L200,2018,120701,Diesel,Van,2.4,
38540,Nissan,Leaf,2022,0,Electric,Hatchback,,
4999,Peugeot,Partner,2014,230135.62,Diesel,Van,1.6,
11950,Audi,A3,2012,159324.66,Diesel,Hatchback,2,170
25558,Renault,Clio,2022,0,Petrol,Hatchback,1,72
27900,KIA,Sportage,2021,32163,Hybrid,SUV,1.6,136
23950,Renault,Captur,2020,18000,Petrol,Hatchback,1,100
5500,Volkswagen,Passat,2012,313748.8797,Diesel,Saloon,1.6,105
,BMW,5-Series,2022,12874.72,Hybrid,Saloon,2,
13500,BMW,3-Series,2013,143657.7351,Diesel,Estate,2,116
16900,Volkswagen,Touareg,2011,217349.4137,Diesel,SUV,3,204
17500,KIA,Sportage,2017,222000,Diesel,SUV,1.7,115
4250,BMW,X5,2005,362101.5,Diesel,SUV,3,
10500,Volkswagen,Golf,2013,160111.6273,Diesel,Hatchback,1.6,90
10500,Audi,A5,2011,207009.4042,Diesel,Hatchback,2,143
9250,Opel,Astra,2014,80922.44322,Petrol,Hatchback,1.6,
3200,Volkswagen,Golf,2008,,Diesel,Hatchback,1.9,
19129.5,Mercedes,C-Class,2016,56326.9,Petrol,Saloon,2,
18900,Nissan,Qashqai,2018,90000,Diesel,Hatchback,1.5,110
26000,Ford,Kuga,2019,63000,Diesel,SUV,1.5,120
12000,Jaguar,XF,2013,210823.54,Diesel,Saloon,2.2,
,Volkswagen,Amarok,2020,64458.89502,Diesel,Pick Up,3,
1850,Opel,Astra,2006,136249,Petrol,Hatchback,1.4,
27000,Dacia,Jogger,2022,10,Petrol,MPV,1,110
24950,SEAT,Leon,2016,148059.28,Petrol,Hatchback,2,280
12995,Audi,A1,2013,72420.3,Petrol,Hatchback,1.4,122
18975,Ford,Fiesta,2020,44725,Petrol,Hatchback,1,100
17495,Volkswagen,Polo,2019,35085,Petrol,Hatchback,1,65
4950,Volkswagen,Caddy,2012,136793.9,Diesel,Van,1.6,
7495,Mazda,MX-5,2007,134000,Petrol,Cabriolet,1.8,
9950,Renault,Megane,2016,75000,Diesel,Hatchback,1.5,95
5750,Mercedes,C-Class,2010,354054.8,Diesel,Saloon,2.1,
8950,Renault,Master,2014,297727.9,Diesel,Van,2.3,
27950,Mercedes,Sprinter,2020,96560.4,Diesel,Van,2.1,
8950,Ford,Transit,2014,321868,Diesel,Van,2.2,
19950,Volkswagen,Golf,2015,160934,Diesel,Estate,2,184
6250,Volkswagen,Crafter,2010,225307.6,Diesel,Van,2.5,
65950,Mercedes,E-Class,2021,46652,Hybrid,Estate,2,306
17500,Ford,Fiesta,2019,65000,Petrol,Hatchback,1.1,85
6950,Ford,Transit,2014,273587.8,Diesel,Van,2.2,
2450,Ford,Focus,2009,209214.2,Petrol,Saloon,1.6,
22950,Audi,A3,2016,80467,Diesel,Saloon,1.6,110
9900,SEAT,Leon,2015,241401,Diesel,Hatchback,1.6,105
2550,Ford,Mondeo,2008,231744.96,Diesel,Hatchback,1.8,
4250,Renault,Scenic,2011,273587.8,Diesel,MPV,1.5,110
17950,Volvo,V40,2018,112653.8,Diesel,Hatchback,2,120
11950,Isuzu,Other,2014,206000,Diesel,Van,3,
5950,Ford,Transit,2011,125000,Diesel,Van,2.2,
11950,Ford,Transit Custom,2015,241401,Diesel,Van,2.2,
5450,Ford,Transit,2011,225307.6,Diesel,Van,2.4,
6950,Ford,Transit,2013,289681.2,Diesel,Van,2.2,
13950,Volvo,S60,2015,203275.7354,Diesel,Saloon,2,120
27300,Renault,Trafic,2021,46787,Diesel,Van,2,
13499,Volkswagen,Golf,2014,150751,Diesel,Estate,1.6,105
9450,Ford,Focus,2013,96560.4,Petrol,Hatchback,1,100
12950,Toyota,Aqua,2016,131000,Petrol Hybrid,Hatchback,1.5,
11250,Ford,Transit Connect,2015,249447.7,Diesel,Van,1.6,
11950,Volkswagen,Polo,2015,41842.84,Petrol,Hatchback,1.2,90
5995,Nissan,Juke,2010,209761.3756,Diesel,SUV,1.5,
11950,Skoda,Fabia,2016,80000,Petrol,Hatchback,1,75
6500,Volkswagen,Polo,2012,180277,Petrol,Hatchback,1.2,60
23950,Volkswagen,Passat,2018,,Diesel,Saloon,1.6,120
7450,Honda,Insight,2011,53000,Petrol Hybrid,Hatchback,1.3,98
6500,BMW,3-Series,2008,300000,Petrol,Saloon,2,
10950,Volkswagen,Golf,2011,195534.81,Petrol,Cabriolet,1.2,105
8950,Ford,Kuga,2014,354054.8,Diesel,Pick Up,2,
17950,Volkswagen,Transporter,2015,231744.96,Diesel,Van,2,
3900,Fiat,Panda,2010,141621.92,Petrol,Hatchback,1.1,
8950,Skoda,Octavia,2014,313821.3,Diesel,Saloon,1.6,105
7950,Volkswagen,Golf,1991,305774.6,Petrol,Hatchback,1.8,
30950,Volkswagen,Golf,2016,160934,Petrol,Hatchback,2,300
16450,Toyota,Auris,2018,109435.12,Diesel,Hatchback,1.4,90
6950,Mercedes,Other,2009,392678.96,Diesel,Van,2.1,
3950,Opel,Insignia,2011,321868,Diesel,Hatchback,2,160
3750,Skoda,Octavia,2012,490848.7,Diesel,Estate,2,140
26950,Volkswagen,Golf,2015,183464.76,Petrol,Hatchback,2,
12950,Renault,Trafic,2016,289681.2,Diesel,Van,1.6,
6950,Opel,Insignia,2015,321868,Diesel,Hatchback,2,
7950,SEAT,Altea,2015,225307.6,Diesel,MPV,1.6,105
2950,Ford,Focus,2009,321868,Diesel,Hatchback,1.8,
28945,Hyundai,i30,2022,16697,Diesel,Hatchback,1.6,110
23950,Nissan,Qashqai,2018,77543,Diesel,MPV,1.5,110
16950,Volvo,V40,2017,72000,Diesel,Hatchback,2,120
7450,Peugeot,207,2017,96560.4,Diesel,Van,,
28450,Skoda,Superb,2019,106828,Diesel,Hatchback,2,
1700,Ford,Transit,2003,130000,Diesel,Van,2,
14950,Volkswagen,Crafter,2017,289681.2,Diesel,Van,2,
2450,Peugeot,307,2007,259103.74,Diesel,Hatchback,1.6,
13950,Nissan,Pulsar,2015,40233.5,Petrol,Hatchback,1.2,115
3750,Renault,Fluence,2012,295000,Diesel,Saloon,1.5,90
9900,Mercedes,C-Class,2012,257494.4,Diesel,Saloon,2.1,170
5450,Ford,Transit,2011,297727.9,Diesel,Van,2.4,
5450,Opel,Insignia,2014,281634.5,Diesel,Saloon,2,140
11950,Ford,Transit Connect,2017,114263.14,Diesel,Van,1.5,
5450,BMW,3-Series,2010,378194.9,Diesel,Saloon,2,
4950,Nissan,Qashqai,2010,181050.75,Diesel,Hatchback,1.5,
19950,Volkswagen,Golf,2018,93341.72,Diesel,Hatchback,1.6,
11450,Mini,ONE,2015,140012.58,Petrol,Hatchback,1.2,
47000,BMW,5-Series,2020,60000,Diesel,Saloon,2,184
6450,BMW,3-Series,2011,289681.2,Diesel,Saloon,2,143
13950,Mini,Cooper,2015,41842.84,Petrol,Hatchback,1.5,
8450,Toyota,Vitz,2013,94951.06,Petrol,Hatchback,1.3,99
8950,Opel,Movano,2012,250252.37,Diesel,Van,2.3,
7950,Nissan,NV200,2015,321868,Diesel,Van,1.5,
6450,Ford,Focus,2012,281634.5,Diesel,Hatchback,1.6,95
12450,Audi,A3,2013,265541.1,Diesel,Hatchback,1.6,105
18950,Volkswagen,Crafter,2018,273587.8,Diesel,Van,2,
16990,Dacia,Sandero Stepway,2020,49966,Diesel,Crossover,1.5,95
8995,Peugeot,308,2014,101851,Diesel,Hatchback,1.6,92
19950,Ford,Kuga,2019,195551,Diesel,SUV,1.5,
16219,Ford,Kuga,2019,195551,Diesel,SUV,1.5,
43950,Toyota,Landcruiser,2018,191452,Diesel,SUV,2.8,
49900,BMW,X5,2018,70810.96,Diesel,SUV,3,
49990,Audi,RS3,2016,66948.544,Petrol,Hatchback,2.5,340
17950,Mercedes,CLA-Class,2014,138258,Diesel,Saloon,1.8,136
64950,Lexus,RX,2019,39000,Hybrid,Estate,3.5,313
29945,Hyundai,i30,2022,0,Petrol,Hatchback,1,
15950,SEAT,Leon,2017,122240.6384,Diesel,Hatchback,1.6,90
34950,BMW,X5,2015,179852,Diesel,SUV,2,218
21450,Ford,Kuga,2019,165799,Diesel,SUV,1.5,
22950,Skoda,Superb,2019,149258,Diesel,Saloon,2,150
12950,Volkswagen,Golf,2014,194258,Diesel,Hatchback,2,150
10100,Mitsubishi,L200,2009,313000,Diesel,Crew Cab,2.5,
3999,Land Rover,Range Rover Sport,2006,299000,Diesel,SUV,2.7,
22295,Renault,Clio,2022,8633,Petrol,Hatchback,1,
6750,Hyundai,ix35,2010,260713.08,Diesel,SUV,2,
1950,Vauxhall,Astra,2007,194730.14,Diesel,Hatchback,1.7,
2450,Toyota,Avensis,2007,254275.72,Diesel,Saloon,2,
35950,Mercedes,A-Class,2020,35000,Diesel,Saloon,1.5,116
20000,Ford,Fiesta,2019,32000,Petrol,Hatchback,1,100
7450,Opel,Zafira,2014,189902.12,Diesel,MPV,1.7,110
8450,Volkswagen,Passat,2012,230135.62,Diesel,Saloon,1.6,105
8450,Nissan,Qashqai+2,2012,164152.68,Diesel,Hatchback,1.5,110
5950,Alfa Romeo,Giulietta,2011,204386.18,Diesel,Hatchback,2,170
4999,Mazda,3,2010,175000,Diesel,Saloon,1.6,
45475,Lexus,RX,2016,74000,Hybrid,SUV,3.5,313
3999,Chevrolet,Aveo,2011,98169.74,Petrol,Hatchback,1.2,
5250,Renault,Grand Scenic,2011,175418.06,Diesel,MPV,1.5,110
4999,Opel,Insignia,2011,185074.1,Diesel,Hatchback,2,
7450,Audi,A4,2010,135000,Petrol,Saloon,1.8,
8999,Audi,A4,2012,267150.44,Diesel,Saloon,2,143
4999,Nissan,Qashqai,2009,135184.56,Petrol,Hatchback,1.6,
7999,Honda,Insight,2011,94951.06,Petrol Hybrid,Hatchback,1.3,
27950,Mercedes,CLA-Class,2018,42001,Petrol,Estate,1.6,122
57999,Audi,Q5,2020,29745.43122,Petrol Plug-in Hybrid,SUV,2,
11995,Volkswagen,Golf,2013,189902.12,Diesel,Hatchback,1.6,105
5750,Hyundai,i30,2011,180246.08,Diesel,Estate,1.6,90
9950,Land Rover,Range Rover,2005,210823.54,Diesel,SUV,2.9,
1,Iveco,Eurocargo,2012,252,Diesel,Van,,
8450,Volkswagen,Scirocco,2010,220479.58,Diesel,Hatchback,2,
9450,Opel,Insignia,2015,225307.6,Diesel,Hatchback,2,170
9450,Opel,Insignia,2015,225307.6,Diesel,Hatchback,2,
4950,SEAT,Altea,2011,207604.86,Diesel,MPV,1.6,105
4999,Renault,Grand Megane,2010,156105.98,Diesel,Estate,1.5,
3999,Ford,Focus,2010,246229.02,Diesel,Hatchback,1.6,
13750,Opel,Insignia,2018,231744.96,Diesel,Estate,2,170
14900,Opel,Combo,2019,80000,Diesel,Van,1.6,
6750,Audi,A6,2010,281634.5,Diesel,Saloon,2,
7950,Hyundai,ix35,2011,199558.16,Diesel,SUV,1.7,115
6999,Volkswagen,CC,2009,202776.84,Diesel,Coupe,2,
7950,BMW,3-Series,2010,218870.24,Diesel,Coupe,2,
10950,Volvo,XC90,2011,263931.76,Diesel,Estate,2.4,200
32950,Renault,Zoe,2022,100,Electric,Hatchback,,107
26999,Audi,A4,2017,143954,Diesel,Estate,2,150
7450,Toyota,Yaris,2012,188292.78,Diesel,Hatchback,1.4,90
6999,Skoda,Superb,2012,271978.46,Diesel,Hatchback,1.6,105
6950,Fiat,500,2011,104607.1,Petrol,Hatchback,1.2,69
17450,Mitsubishi,Outlander,2015,169704.903,Petrol Plug-in Hybrid,SUV,2,203
4999,Vauxhall,Insignia,2011,185074.1,Diesel,Hatchback,2,
7995,Fiat,500,2013,56000,Petrol,Hatchback,0.9,85
7450,Nissan,Qashqai,2012,196339.48,Diesel,Hatchback,1.5,110
6995,Renault,Fluence,2011,133000,Diesel,Saloon,1.5,110
4999,Hyundai,Santa Fe,2008,181855.42,Diesel,SUV,2.2,
43950,Land Rover,Discovery,2019,120000,Diesel,Van,3,
5450,Opel,Insignia,2012,278415.82,Diesel,MPV,2,160
14995,Hyundai,i30,2016,103802.43,Diesel,Hatchback,1.6,110
7995,Honda,Insight,2012,156000,Petrol Hybrid,Hatchback,1.3,98
7995,DS Automobiles,DS 4,2015,240000,Diesel,Hatchback,1.6,120
10995,Peugeot,508,2016,179000,Diesel,Saloon,1.6,120
17750,Mercedes,E-Class,2014,172199.38,Diesel,Saloon,2.1,170
1795,Ford,Focus,2005,345000,Diesel,Hatchback,1.6,
45000,Land Rover,Defender,2009,,Diesel,SUV,2.4,
19450,Ford,Fiesta,2019,31477,Petrol,Hatchback,1,
4695,Toyota,Corolla,2011,245000,Diesel,Saloon,1.4,90
3334.5,Nissan,X-Trail,2008,273587.8,Diesel,SUV,2,
24950,Ford,Kuga,2018,120700.5,Diesel,SUV,1.5,
7450,Peugeot,508,2013,215651.56,Diesel,Saloon,2,140
17900,Ford,Kuga,2017,168000,Diesel,SUV,1.5,120
34950,Volkswagen,T-Roc,2020,21000,Petrol,SUV,1.5,150
10800,Volkswagen,Golf,2013,226000,Diesel,Estate,1.6,105
9950,Mercedes,C-Class,2011,203258,Diesel,Saloon,2.1,170
9999,Vauxhall,Insignia,2016,180000,Diesel,Hatchback,1.6,
5950,Volkswagen,Golf,2011,292899.88,Diesel,Hatchback,1.6,90
15950,Volkswagen,Golf,2015,178000,Diesel,Hatchback,1.6,105
30500,Toyota,Corolla,2022,18000,Hybrid,Estate,1.8,122
20950,Ford,Transit,2017,99676.08224,Diesel,Van,2,
